electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_battery_capacity_khw,current_soc,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_4,45,28.58,14.0,86.0,,
1,Electric_Vehicle_4,45,25.58,13.0,86.0,,
1,Electric_Vehicle_4,45,21.94,12.0,86.0,,
1,Electric_Vehicle_4,45,29.31,11.0,86.0,,
1,Electric_Vehicle_4,45,35.48,10.0,86.0,,
1,Electric_Vehicle_4,45,12.39,9.0,86.0,,
1,Electric_Vehicle_4,45,24.35,8.0,86.0,,
1,Electric_Vehicle_4,45,32.48,7.0,86.0,,
1,Electric_Vehicle_4,45,16.36,6.0,86.0,,
1,Electric_Vehicle_4,45,25.68,5.0,86.0,,
1,Electric_Vehicle_4,45,16.32,4.0,86.0,,
1,Electric_Vehicle_4,45,17.3,3.0,86.0,,
1,Electric_Vehicle_4,45,35.67,2.0,86.0,,
1,Electric_Vehicle_4,45,11.95,1.0,86.0,,
1,Electric_Vehicle_4,45,17.92,0.0,86.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_4,45,32.71,,,1.0,33.0
2,Electric_Vehicle_4,45,14.85,,,0.0,33.0
1,Electric_Vehicle_4,45,10.69,17.0,87.0,,
1,Electric_Vehicle_4,45,20.23,16.0,87.0,,
1,Electric_Vehicle_4,45,14.08,15.0,87.0,,
1,Electric_Vehicle_4,45,22.46,14.0,87.0,,
1,Electric_Vehicle_4,45,13.96,13.0,87.0,,
1,Electric_Vehicle_4,45,21.61,12.0,87.0,,
1,Electric_Vehicle_4,45,20.52,11.0,87.0,,
1,Electric_Vehicle_4,45,10.37,10.0,87.0,,
1,Electric_Vehicle_4,45,31.28,9.0,87.0,,
1,Electric_Vehicle_4,45,14.19,8.0,87.0,,
1,Electric_Vehicle_4,45,23.58,7.0,87.0,,
1,Electric_Vehicle_4,45,33.53,6.0,87.0,,
1,Electric_Vehicle_4,45,21.98,5.0,87.0,,
1,Electric_Vehicle_4,45,21.68,4.0,87.0,,
1,Electric_Vehicle_4,45,13.11,3.0,87.0,,
1,Electric_Vehicle_4,45,11.02,2.0,87.0,,
1,Electric_Vehicle_4,45,31.05,1.0,87.0,,
1,Electric_Vehicle_4,45,31.45,0.0,87.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_4,45,25.45,,,1.0,40.0
2,Electric_Vehicle_4,45,18.0,,,0.0,40.0
1,Electric_Vehicle_4,45,9.95,11.0,87.0,,
1,Electric_Vehicle_4,45,29.16,10.0,87.0,,
1,Electric_Vehicle_4,45,19.8,9.0,87.0,,
1,Electric_Vehicle_4,45,32.7,8.0,87.0,,
1,Electric_Vehicle_4,45,20.81,7.0,87.0,,
1,Electric_Vehicle_4,45,31.17,6.0,87.0,,
1,Electric_Vehicle_4,45,23.56,5.0,87.0,,
1,Electric_Vehicle_4,45,30.03,4.0,87.0,,
1,Electric_Vehicle_4,45,13.65,3.0,87.0,,
1,Electric_Vehicle_4,45,10.03,2.0,87.0,,
1,Electric_Vehicle_4,45,26.67,1.0,87.0,,
1,Electric_Vehicle_4,45,23.83,0.0,87.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_4,45,20.65,,,2.0,40.0
2,Electric_Vehicle_4,45,34.27,,,1.0,40.0
2,Electric_Vehicle_4,45,18.0,,,0.0,40.0
1,Electric_Vehicle_4,45,23.28,13.0,80.0,,
1,Electric_Vehicle_4,45,29.78,12.0,80.0,,
1,Electric_Vehicle_4,45,19.24,11.0,80.0,,
1,Electric_Vehicle_4,45,34.74,10.0,80.0,,
1,Electric_Vehicle_4,45,21.77,9.0,80.0,,
1,Electric_Vehicle_4,45,25.43,8.0,80.0,,
1,Electric_Vehicle_4,45,28.21,7.0,80.0,,
1,Electric_Vehicle_4,45,11.76,6.0,80.0,,
1,Electric_Vehicle_4,45,29.85,5.0,80.0,,
1,Electric_Vehicle_4,45,26.08,4.0,80.0,,
1,Electric_Vehicle_4,45,34.96,3.0,80.0,,
1,Electric_Vehicle_4,45,17.07,2.0,80.0,,
1,Electric_Vehicle_4,45,27.58,1.0,80.0,,
1,Electric_Vehicle_4,45,24.38,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_4,45,32.4,,,0.0,72.0
1,Electric_Vehicle_4,45,17.12,12.0,80.0,,
1,Electric_Vehicle_4,45,29.93,11.0,80.0,,
1,Electric_Vehicle_4,45,27.72,10.0,80.0,,
1,Electric_Vehicle_4,45,30.04,9.0,80.0,,
1,Electric_Vehicle_4,45,33.21,8.0,80.0,,
1,Electric_Vehicle_4,45,17.59,7.0,80.0,,
1,Electric_Vehicle_4,45,13.47,6.0,80.0,,
1,Electric_Vehicle_4,45,11.66,5.0,80.0,,
1,Electric_Vehicle_4,45,35.44,4.0,80.0,,
1,Electric_Vehicle_4,45,32.77,3.0,80.0,,
