timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2025-01-01T00:00:00,0.0,0.0
2025-01-01T00:15:00,0.0,0.0
2025-01-01T00:30:00,0.0,0.0
2025-01-01T00:45:00,0.0,0.0
2025-01-01T01:00:00,0.0,0.0
2025-01-01T01:15:00,0.0,0.0
2025-01-01T01:30:00,0.0,0.0
2025-01-01T01:45:00,0.0,0.0
2025-01-01T02:00:00,0.0,0.0
2025-01-01T02:15:00,0.0,0.0
2025-01-01T02:30:00,0.0,0.0
2025-01-01T02:45:00,0.0,0.0
2025-01-01T03:00:00,0.0,0.0
2025-01-01T03:15:00,0.0,0.0
2025-01-01T03:30:00,0.0,0.0
2025-01-01T03:45:00,0.0,0.0
2025-01-01T04:00:00,0.0,0.0
2025-01-01T04:15:00,0.0,0.0
2025-01-01T04:30:00,0.0,0.0
2025-01-01T04:45:00,0.0,0.0
2025-01-01T05:00:00,0.0,0.0
2025-01-01T05:15:00,0.0,0.0
2025-01-01T05:30:00,0.0,0.0
2025-01-01T05:45:00,0.0,0.0
2025-01-01T06:00:00,0.0,0.0
2025-01-01T06:15:00,0.0,0.0
2025-01-01T06:30:00,0.0,0.0
2025-01-01T06:45:00,0.0,0.0
2025-01-01T07:00:00,0.0,0.0
2025-01-01T07:15:00,0.0,0.0
2025-01-01T07:30:00,0.0,0.0
2025-01-01T07:45:00,0.0,0.0
2025-01-01T08:00:00,0.0,0.0
2025-01-01T08:15:00,0.0,0.0
2025-01-01T08:30:00,0.0,0.0
2025-01-01T08:45:00,0.0,0.0
2025-01-01T09:00:00,0.0,0.0
2025-01-01T09:15:00,0.0,0.0
2025-01-01T09:30:00,0.0,0.0
2025-01-01T09:45:00,0.0,0.0
2025-01-01T10:00:00,0.0,0.0
2025-01-01T10:15:00,0.0,0.0
2025-01-01T10:30:00,0.0,0.0
2025-01-01T10:45:00,0.0038192791,0.24999976
2025-01-01T11:00:00,0.0038191837,0.0
2025-01-01T11:15:00,0.0038190882,0.0
2025-01-01T11:30:00,0.0038189928,0.0
2025-01-01T11:45:00,0.00763818,0.25
2025-01-01T12:00:00,0.01916572,0.75
2025-01-01T12:15:00,0.026827138,0.5
2025-01-01T12:30:00,0.026826467,0.0
2025-01-01T12:45:00,0.03835353,0.75
2025-01-01T13:00:00,0.046014465,0.5
2025-01-01T13:15:00,0.057541046,0.75
2025-01-01T13:30:00,0.05753961,0.0
2025-01-01T13:45:00,0.05753817,0.0
2025-01-01T14:00:00,0.057536732,0.0
2025-01-01T14:15:00,0.061354578,0.25
2025-01-01T14:30:00,0.061353043,0.0
2025-01-01T14:45:00,0.061351508,0.0
2025-01-01T15:00:00,0.061349973,0.0
2025-01-01T15:15:00,0.06134844,0.0
2025-01-01T15:30:00,0.061346903,0.0
2025-01-01T15:45:00,0.06134537,0.0
2025-01-01T16:00:00,0.061343834,0.0
2025-01-01T16:15:00,0.0613423,0.0
2025-01-01T16:30:00,0.061340764,0.0
2025-01-01T16:45:00,0.06133923,0.0
2025-01-01T17:00:00,0.061337695,0.0
2025-01-01T17:15:00,0.06133616,0.0
2025-01-01T17:30:00,0.061334625,0.0
2025-01-01T17:45:00,0.06133309,0.0
2025-01-01T18:00:00,0.061331555,0.0
2025-01-01T18:15:00,0.06133002,0.0
2025-01-01T18:30:00,0.061328486,0.0
2025-01-01T18:45:00,0.06132695,0.0
2025-01-01T19:00:00,0.061325416,0.0
2025-01-01T19:15:00,0.06132388,0.0
2025-01-01T19:30:00,0.061322346,0.0
2025-01-01T19:45:00,0.06132081,0.0
2025-01-01T20:00:00,0.061319277,0.0
2025-01-01T20:15:00,0.061317742,0.0
2025-01-01T20:30:00,0.06131621,0.0
2025-01-01T20:45:00,0.06131468,0.0
2025-01-01T21:00:00,0.06131315,0.0
2025-01-01T21:15:00,0.061311617,0.0
2025-01-01T21:30:00,0.061310086,0.0
2025-01-01T21:45:00,0.061308555,0.0
2025-01-01T22:00:00,0.061307024,0.0
2025-01-01T22:15:00,0.061305493,0.0
2025-01-01T22:30:00,0.061303962,0.0
2025-01-01T22:45:00,0.06130243,0.0
2025-01-01T23:00:00,0.0613009,0.0
2025-01-01T23:15:00,0.06129937,0.0
2025-01-01T23:30:00,0.061297838,0.0
2025-01-01T23:45:00,0.061296307,0.0
2025-01-02T00:00:00,0.061294775,0.0
2025-01-02T00:15:00,0.061293244,0.0
2025-01-02T00:30:00,0.061291713,0.0
2025-01-02T00:45:00,0.061290182,0.0
2025-01-02T01:00:00,0.06128865,0.0
2025-01-02T01:15:00,0.06128712,0.0
2025-01-02T01:30:00,0.06128559,0.0
2025-01-02T01:45:00,0.061284058,0.0
2025-01-02T02:00:00,0.061282527,0.0
2025-01-02T02:15:00,0.061280996,0.0
2025-01-02T02:30:00,0.061279465,0.0
2025-01-02T02:45:00,0.061277933,0.0
2025-01-02T03:00:00,0.061276402,0.0
2025-01-02T03:15:00,0.06127487,0.0
2025-01-02T03:30:00,0.06127334,0.0
2025-01-02T03:45:00,0.06127181,0.0
2025-01-02T04:00:00,0.061270278,0.0
2025-01-02T04:15:00,0.061268747,0.0
2025-01-02T04:30:00,0.061267216,0.0
2025-01-02T04:45:00,0.061265685,0.0
2025-01-02T05:00:00,0.061264154,0.0
2025-01-02T05:15:00,0.061262622,0.0
2025-01-02T05:30:00,0.06126109,0.0
2025-01-02T05:45:00,0.06125956,0.0
2025-01-02T06:00:00,0.06125803,0.0
2025-01-02T06:15:00,0.061256498,0.0
2025-01-02T06:30:00,0.061254967,0.0
2025-01-02T06:45:00,0.061253436,0.0
2025-01-02T07:00:00,0.061251905,0.0
2025-01-02T07:15:00,0.061250374,0.0
2025-01-02T07:30:00,0.061248843,0.0
2025-01-02T07:45:00,0.06124731,0.0
2025-01-02T08:00:00,0.06124578,0.0
