Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,0
6.5,0
7.5,19.8897
8.5,253.431
9.5,391.36
10.5,516.506
11.5,525.329
12.5,587.309
13.5,614.509
14.5,458.635
15.5,351.1
16.5,151.153
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,8.58858
32.5,137.251
33.5,153.369
34.5,183.96
35.5,397.082
36.5,248.472
37.5,233.457
38.5,233.211
39.5,203.956
40.5,167.73
41.5,0
42.5,0
43.5,0
44.5,0
45.5,0
46.5,0
47.5,0
48.5,0
49.5,0
50.5,0
51.5,0
52.5,0
53.5,0
54.5,0
55.5,19.5194
56.5,191.798
57.5,360.851
58.5,494.317
59.5,567.174
60.5,592.126
61.5,540.423
62.5,381.893
63.5,335.817
64.5,148.173
65.5,0
66.5,0
67.5,0
68.5,0
69.5,0
70.5,0
71.5,0
72.5,0
73.5,0
74.5,0
75.5,0
76.5,0
77.5,0
78.5,0
79.5,7.88321
80.5,95.3933
81.5,166.205
82.5,202.98
83.5,322.742
84.5,365.435
85.5,361.916
86.5,426.126
87.5,325.985
88.5,173.094
89.5,0
90.5,0
91.5,0
92.5,0
93.5,0
94.5,0
95.5,0
96.5,0
97.5,0
98.5,0
99.5,0
100.5,0
101.5,0
102.5,0
103.5,16.4908
104.5,314.353
105.5,525.881
106.5,649.184
107.5,707.335
108.5,696.78
109.5,648.851
110.5,536.887
111.5,365.021
112.5,159.198
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,0
120.5,0
121.5,0
122.5,0
123.5,0
124.5,0
125.5,0
126.5,0
127.5,15.5808
128.5,329.988
129.5,545.579
130.5,671.339
131.5,742.628
132.5,760.764
133.5,710.609
134.5,591.123
135.5,414.851
136.5,193.163
137.5,0
138.5,0
139.5,0
140.5,0
141.5,0
142.5,0
143.5,0
144.5,0
145.5,0
146.5,0
147.5,0
148.5,0
149.5,0
150.5,0
151.5,0
152.5,33.1006
153.5,62.2152
154.5,60.3373
155.5,50.6307
156.5,37.7803
157.5,495.733
158.5,462.906
159.5,323.359
160.5,131.241
161.5,0
162.5,0
163.5,0
164.5,0
165.5,0
166.5,0
167.5,0
168.5,0
169.5,0
170.5,0
171.5,0
172.5,0
173.5,0
174.5,0
175.5,1.46183
176.5,34.1552
177.5,62.6652
178.5,34.8546
179.5,69.7161
180.5,58.3562
181.5,654.29
182.5,538.766
183.5,456.949
184.5,225.549
185.5,0
186.5,0
187.5,0
188.5,0
189.5,0
190.5,0
191.5,0
192.5,0
193.5,0
194.5,0
195.5,0
196.5,0
197.5,0
198.5,0
199.5,41.2624
200.5,47.9522
201.5,147.007
202.5,151.598
203.5,88.5405
204.5,649.76
205.5,376.174
206.5,316.702
207.5,182.201
208.5,143.832
209.5,0
210.5,0
211.5,0
212.5,0
213.5,0
214.5,0
215.5,0
216.5,0
217.5,0
218.5,0
219.5,0
220.5,0
221.5,0
222.5,0
223.5,0
224.5,12.9083
225.5,30.0455
226.5,48.7528
227.5,58.484
228.5,57.6092
229.5,534.153
230.5,445.277
231.5,301.264
232.5,144.889
233.5,0
234.5,0
235.5,0
236.5,0
237.5,0
238.5,0
239.5,0
