Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,8,0,23.34,0,44.26,9.7,1.56,11.2
1,2,8,0,23.31,0,45.63,10.9,0.72,10.22
1,3,8,0,23.29,0,46.47,10.8,0,9.34
1,4,8,0,23.19,0,48.09,7.1,0.12,5.03
1,5,8,0,23.11,0,49.9,6.3,0.12,3.89
1,6,8,0,23.12,0,50.72,8.3,3.12,5.15
1,7,8,0,23.1,0,51.22,8.1,5.04,4.51
1,8,8,0,23.21,0,50.67,13.2,9.84,10.46
1,9,8,0,23.31,0,49.44,13.7,3.6,15.96
1,10,8,0,23.36,0,47.54,15,9.12,22.2
1,11,8,0,23.36,0,45.99,10.1,6.72,19.7
1,12,8,0,23.36,0,44.61,16.8,3.24,30.3
1,13,8,0,23.36,0,43.64,12.1,3.24,27.08
1,14,8,0,23.36,0,43,11.5,3.36,29.16
1,15,8,0,23.36,0,42.58,9.1,3.6,28.07
1,16,8,0,23.36,0,42.55,8.8,1.56,28.85
1,17,8,0,23.36,0,42.72,9.8,3.36,27.08
1,18,8,0,23.36,0,43.19,9.3,2.4,22.04
1,19,8,0,23.36,0,43.72,15.3,3.24,29.18
1,20,8,0,23.36,0,43.65,19.6,4.44,32.93
1,21,8,0,23.36,0,43.48,14.9,5.64,25.58
1,22,8,0,23.36,0,43.77,12.5,2.64,21.41
1,23,8,0,23.36,0,43.63,16.2,2.64,24.21
1,24,8,0,23.36,0,43.44,13.2,1.32,18.78
1,1,2,0,23.35,0,44.2,10.2,0.84,13.39
1,2,2,0,23.32,0,45.73,9.4,0.96,10.22
1,3,2,0,23.28,0,47.01,9.9,0.36,8.35
1,4,2,0,23.18,0,48.46,8.1,0.36,4.92
1,5,2,0,23,0,50.17,6.5,0.48,2.61
1,6,2,0,23.03,0,50.53,10,4.56,4.07
1,7,2,0,23.1,0,49.73,13.9,5.52,6.21
1,8,2,0,23.19,0,48.29,18.2,16.32,10.14
1,9,2,0,23.24,0,46.61,18.3,4.44,10.81
1,10,2,0,23.18,0,45.79,12.8,7.8,5.52
1,11,2,0,23.08,0,45.99,9.3,4.08,3.63
1,12,2,0,23.12,0,45.84,9.5,4.32,5.68
1,13,2,0,23.14,0,45.33,9.9,1.08,5.76
1,14,2,0,23.16,0,44.33,10,2.16,6.07
1,15,2,0,23.11,0,43.25,7.6,1.8,4.69
1,16,2,0,23.2,0,41.68,14.1,3.96,11.62
1,17,2,0,23.16,0,40.14,9.9,6.12,7.6
1,18,2,0,23.11,0,39.48,10.7,5.52,4.44
1,19,2,0,23.16,0,38.89,15.1,4.8,7.88
1,20,2,0,23.2,0,38.25,18.3,4.68,9.83
1,21,2,0,23.16,0,37.98,16,6.6,6.45
1,22,2,0,23.04,0,38.41,12.9,11.04,3.29
1,23,2,0,22.96,0,38.56,13.2,1.56,2.67
1,24,2,0,22.92,0,38.42,14.2,1.08,2.39
1,1,3,0,22.78,0,38.4,12.6,2.04,1.13
1,2,3,0,22.28,0,39.62,6.1,0.72,0
1,3,3,0,22.21,0,40.04,8.7,0.24,0
1,4,3,0,22.19,0,40.29,9.5,0.24,0
