Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1,1,7,0,21.70000000417049,2.699999995829508,26.35579855449819,0.2884791380564377,0.3555364075562749,1.1368683772161603e-16
1,2,7,0,21.700000000150155,2.699999999849844,27.680358606159245,0.26283654800697653,0.1804631764975478,0.0
1,3,7,0,21.70000000000549,2.6999999999945103,28.390787922659488,0.25001525298224603,0.08493690563860769,0.0
1,4,7,0,21.7000000000002,2.6999999999998003,28.884456261440622,0.24360460546988072,0.05909309116597274,3.410605131648481e-16
1,5,7,0,21.700000000000006,2.699999999999992,28.865432212281316,0.24360460546988072,0.06573976276717027,0.0
1,6,7,0,21.699999999999996,2.700000000000003,28.399632141024416,0.2756578430317071,0.13848162611405682,0.0
1,7,7,0,21.700000000000003,2.6999999999999957,27.940365033290377,0.34617496566772527,0.46878937694259726,0.0
1,8,7,0,21.7,2.6999999999999993,27.60749875011718,0.4166920883037433,1.084758954384552,0.0
1,9,7,0,21.7,2.6999999999999993,27.279763991435317,0.42310273581610863,1.2441379200334561,0.0
1,10,7,0,21.699999999999996,2.700000000000003,27.06188314427063,0.42951338332847394,1.178521831463847,0.0
1,11,7,0,22.153377942907298,2.2466220570927007,26.78138542685175,0.44233467835320445,1.0401187041683266,0.0
1,12,7,0,22.659842130503897,1.7401578694961017,26.307178831364745,0.44874532586556976,0.887301535382314,0.0
1,13,7,0,23.03146909887028,1.36853090112972,25.620297196307988,0.44233467835320445,0.7525717339139569,0.0
1,14,7,0,23.38941654620462,1.0105834537953768,24.95957910450821,0.42310273581610863,0.641038084312303,0.0
1,15,7,0,23.560781783899014,0.8392182161009849,24.643856690721837,0.4166920883037433,0.5853153838016023,0.0
1,16,7,0,23.48939071888199,0.9106092811180098,24.744690620020503,0.4359240308408392,0.5172700860084907,0.0
1,17,7,0,23.11688760498465,1.2831123950153476,24.666640963805698,0.5128518009892227,0.5272283788531522,0.0
1,18,7,0,22.795245214947645,1.6047547850523536,24.573750601373554,0.6410647512365281,0.5859577263044256,0.0
1,19,7,0,22.420009825901662,1.9799901740983366,25.199031081874388,0.6410647512365281,0.7559923327638317,0.0
1,20,7,0,21.98970234528847,2.4102976547115276,26.31158934352454,0.5961902186499711,0.8816108704224939,0.0
1,21,7,0,21.765170056411993,2.634829943588006,26.770228135112497,0.57054762860051,0.8747506176066835,0.0
1,22,7,0,21.700361086835702,2.6996389131642964,26.461613696241677,0.544905038551049,0.7741453276565673,2.842170943040401e-17
1,23,7,0,21.70000575048811,2.6999942495118887,26.0933010523758,0.45515597337793495,0.6914637658277674,0.0
1,24,7,0,21.70000013169665,2.6999998683033475,25.584383918532716,0.37181755571718633,0.5169635547544983,2.2737367544323206e-16
1,1,1,0,21.700000004195047,2.6999999958049514,25.144161006865655,0.2884791380564377,0.3568011608197167,1.1368683772161603e-16
1,2,1,0,21.70000000016145,2.6999999998385498,24.866017003086426,0.26283654800697653,0.1811051399830179,1.1368683772161603e-16
1,3,1,0,21.700000000005975,2.6999999999940236,24.47297607051703,0.25001525298224603,0.0852390525532695,3.410605131648481e-16
1,4,1,0,21.700000000000248,2.6999999999997506,24.391031826430176,0.24360460546988072,0.05930330361766715,2.2737367544323206e-16
1,5,1,0,21.700000000000014,2.699999999999985,24.227069916320403,0.24360460546988072,0.06597361949106852,0.0
1,6,1,0,21.7,2.6999999999999993,24.06562639577473,0.2756578430317071,0.13897424820516222,0.0
1,7,1,0,21.700000000000003,2.6999999999999957,23.891062020434646,0.34617496566772527,0.47045700614105324,0.0
1,8,1,0,21.7,2.6999999999999993,23.784497339283487,0.4166920883037433,1.0886177783993285,0.0
1,9,1,0,21.7,2.6999999999999993,23.697997720576225,0.42310273581610863,1.2485637044569118,1.1368683772161603e-16
1,10,1,0,21.700000000000003,2.6999999999999957,23.27318724541307,0.42951338332847394,1.18271419911088,0.0
1,11,1,0,21.699999999999996,2.700000000000003,22.765611144833066,0.44233467835320445,1.0438187289688965,0.0
1,12,1,0,22.057553577051088,2.3424464229489104,22.327772004818087,0.44874532586556976,0.8904579421206423,0.0
1,13,1,0,22.711116648607426,1.6888833513925725,21.544616926578733,0.44233467835320445,0.7552488649649901,0.0
1,14,1,0,22.916106153681618,1.4838938463183808,21.725579769077722,0.42310273581610863,0.6433184555820051,0.0
1,15,1,0,23.150201728022203,1.2497982719777951,21.769699530186756,0.4166920883037433,0.5873975321444229,0.0
1,16,1,0,23.193623587178987,1.2063764128210117,21.879004870975802,0.4359240308408392,0.5191101761243152,0.0
1,17,1,0,23.037946489330793,1.362053510669206,22.184479067579957,0.5128518009892227,0.5291038937049696,0.0
1,18,1,0,22.557321121215818,1.8426788787841808,22.873907799429052,0.6410647512365281,0.5880421596587371,0.0
1,19,1,0,22.117591405939407,2.282408594060591,23.798360129877338,0.6410647512365281,0.7586816319457972,0.0
1,20,1,0,21.71715390005692,2.6828460999430774,24.60823660899689,0.5961902186499711,0.884747033700726,0.0
1,21,1,0,21.700001808089592,2.6999981919104066,24.91084196650025,0.57054762860051,0.8778623768380938,5.684341886080802e-17
1,22,1,0,21.700000032414973,2.6999999675850255,24.92976415235156,0.544905038551049,0.7768992026711167,5.684341886080802e-17
1,23,1,0,21.700000000870943,2.699999999129055,24.89304723502785,0.45515597337793495,0.6939235168850314,0.0
1,24,1,0,21.700000000032638,2.6999999999673605,24.811827883034926,0.37181755571718633,0.5188025544435884,0.0
1,1,2,0,21.70000000000134,2.69999999999866,24.805390323491647,0.2884791380564377,0.35801973085876143,2.2737367544323206e-16
1,2,2,0,21.70000000000006,2.699999999999939,24.80357699315191,0.26283654800697653,0.1817236617865717,2.2737367544323206e-16
1,3,2,0,21.7,2.6999999999999993,24.694738315481317,0.25001525298224603,0.08553016639202311,0.0
1,4,2,0,21.700000000000003,2.6999999999999957,24.687188975209203,0.24360460546988072,0.05950584003553877,2.2737367544323206e-16
1,5,2,0,21.699999999999996,2.700000000000003,24.766590923578725,0.24360460546988072,0.06619893679635548,0.0
1,6,2,0,21.7,2.6999999999999993,24.851227548191808,0.2756578430317071,0.13944888190498683,2.2737367544323206e-16
1,7,2,0,21.700000000000003,2.6999999999999957,25.07363138947086,0.34617496566772527,0.47206374085857805,2.2737367544323206e-16
1,8,2,0,21.700000000000003,2.6999999999999957,25.886367173008008,0.4166920883037433,1.0923356951395131,0.0
1,9,2,0,21.699999999999996,2.700000000000003,27.065636392826008,0.42310273581610863,1.2528278787062181,2.2737367544323206e-16
1,10,2,0,21.7,2.6999999999999993,28.611604777918192,0.42951338332847394,1.1867534799374286,1.1368683772161603e-16
1,11,2,0,21.7,2.6999999999999993,32.181312625897554,0.44233467835320445,1.0473836451434768,2.842170943040401e-17
1,12,2,0,21.7,2.6999999999999993,35.69845132699889,0.44874532586556976,0.8934990907727511,0.0
