month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
6,1,2,0,23.380363,0.047029708,67.8663,0.3338146,0.0,1.7500075,0.0,0.0,2.0,23.333334,23.333334,1
6,2,2,0,23.33466,0.0013268772,67.34361,0.3323906,0.0,2.6176996,0.0,0.0,2.0,23.333334,23.333334,1
6,3,2,0,23.333405,7.1360664e-05,66.92191,0.33096662,0.0,2.182582,0.0,0.0,2.0,23.333334,23.333334,1
6,4,2,0,23.333344,1.0437979e-05,66.442665,0.33507794,0.0,1.6150712,0.0,0.0,2.0,23.333334,23.333334,1
6,5,2,0,23.333342,8.731608e-06,66.08825,0.33899686,0.0,1.1353076,0.0,0.0,2.0,23.333334,23.333334,1
6,6,2,0,23.333342,8.862694e-06,66.08073,0.55161464,0.0,1.0510483,0.0,0.0,2.0,23.333334,23.333334,1
6,7,2,0,23.333345,1.240711e-05,65.91791,0.67419684,1.3423363,2.3147688,0.0,13.748436,2.0,23.333334,23.333334,1
6,8,2,0,23.33334,6.5190893e-06,65.822205,0.6159926,0.0,1.2581092,0.0,104.747574,1.0,23.333334,23.333334,1
6,9,2,0,24.462029,-2.7601929,61.707027,0.83990026,0.0,0.0,0.0,158.3017,1.0,27.222221,27.222221,1
6,10,2,0,24.332039,-2.8901832,62.410606,0.98840845,0.0,0.0,0.0,329.17297,0.0,27.222221,27.222221,1
6,11,2,0,24.88007,-2.3421524,60.589474,1.0720133,0.44627208,0.0,0.0,432.86932,1.0,27.222221,27.222221,1
6,12,2,0,25.664686,-1.557537,58.1836,1.0403656,0.31987247,0.0,0.0,483.5661,1.0,27.222221,27.222221,1
6,13,2,0,26.745518,-0.47670382,54.782375,1.0394708,3.622239,0.0,0.0,472.20483,1.0,27.222221,27.222221,1
6,14,2,0,26.39664,-0.82558227,55.994247,0.90357494,0.0,0.0,0.0,470.18118,1.0,27.222221,27.222221,1
6,15,2,0,26.726437,-0.4957848,54.972015,0.7352069,0.22313604,0.0,0.0,458.65646,0.0,27.222221,27.222221,1
6,16,2,0,27.070532,-0.15169086,54.026794,0.7154261,0.44627208,0.0,0.0,326.85913,1.0,27.222221,27.222221,1
6,17,2,0,27.219315,-0.0029085872,53.3397,0.6914502,2.294803,2.233297,0.0,206.86539,2.0,27.222221,27.222221,1
6,18,2,0,27.222195,-2.8040073e-05,53.29985,0.7789315,2.7894194,1.9921538,0.0,109.67422,2.0,27.222221,27.222221,1
6,19,2,0,27.222223,1.6637432e-06,53.36068,0.58633614,0.28905353,1.021094,0.0,44.663177,2.0,27.222221,27.222221,1
6,20,2,0,27.222223,1.6364977e-07,53.688316,0.5548937,0.0,0.10148468,0.0,-0.0,2.0,27.222221,27.222221,1
6,21,2,0,27.222223,6.030148e-07,53.973,0.5408532,1.1915668,0.3356069,0.0,0.0,2.0,27.222221,27.222221,1
6,22,2,0,26.509468,-0.71275437,56.543545,0.44637764,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,23,2,0,25.997028,-1.2251936,58.489147,0.40833056,0.22313604,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,24,2,0,25.931229,-1.290994,58.899364,0.33523858,0.33840412,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,1,3,0,25.458096,-1.7641267,60.740616,0.3357542,0.26791057,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,2,3,0,24.801678,-2.420545,63.489056,0.3323906,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,3,3,0,24.503769,-2.718453,64.66885,0.33096662,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,4,3,0,24.163452,-3.0587697,66.161476,0.33507794,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,5,3,0,23.888105,-3.3341172,67.29273,0.33899686,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,6,3,0,23.580257,-3.641964,68.684006,0.39034238,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,7,3,0,23.76486,-3.4573624,68.04291,0.45827937,0.0,0.0,0.0,32.467655,2.0,27.222221,27.222221,1
6,8,3,0,24.094671,-3.1275501,66.878,0.5607634,0.0,0.0,0.0,128.31343,2.0,27.222221,27.222221,1
6,9,3,0,24.711042,-2.5111792,64.56207,0.83990026,0.44394767,0.0,0.0,284.48843,2.0,27.222221,27.222221,1
6,10,3,0,26.256279,-0.9659438,59.135002,1.0413849,0.9690467,0.0,0.0,413.4972,2.0,27.222221,27.222221,1
6,11,3,0,25.849432,-1.372791,60.60612,1.0720133,0.0,0.0,0.0,535.3922,1.0,27.222221,27.222221,1
6,12,3,0,26.201427,-1.0207947,59.454754,1.0403656,0.0,0.0,0.0,563.4972,1.0,27.222221,27.222221,1
6,13,3,0,26.71029,-0.5119322,57.912735,1.2974979,0.0,0.0,0.0,555.21704,1.0,27.222221,27.222221,1
6,14,3,0,27.16206,-0.060162835,56.644073,5.707844,0.0,0.14065352,0.0,527.19855,1.0,27.222221,27.222221,1
6,15,3,0,27.222223,1.0038602e-06,56.60493,0.7876951,0.0,0.28872514,0.0,563.0854,1.0,27.222221,27.222221,1
6,16,3,0,27.222225,2.2334173e-06,56.705982,0.77456397,0.0,0.61724156,0.0,373.41653,2.0,27.222221,27.222221,1
6,17,3,0,27.222225,2.0887724e-06,56.609707,0.6914502,0.0,0.87290925,0.0,271.44708,2.0,27.222221,27.222221,1
6,18,3,0,27.222223,1.7369905e-06,56.534363,0.62185955,0.22197384,0.995686,0.0,146.50667,2.0,27.222221,27.222221,1
6,19,3,0,27.222223,1.457396e-06,56.620365,0.58633614,0.88789535,0.96494186,0.0,48.48943,2.0,27.222221,27.222221,1
6,20,3,0,27.222223,8.624842e-07,56.787525,0.5548937,0.0,0.5797061,0.0,-0.0,2.0,27.222221,27.222221,1
6,21,3,0,27.222223,4.3019836e-07,57.033302,0.44508553,0.0,0.23903714,0.0,0.0,2.0,27.222221,27.222221,1
6,22,3,0,27.165161,-0.057060834,57.53943,0.44637764,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
6,23,3,0,26.758698,-0.46352437,59.242943,0.40833056,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1
