Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,0.63045,0,0,0,0.0
8.0,1.0,1.0,0,,,,0.8168666666666662,0,0,0,0.0
8.0,2.0,1.0,0,,,,0.9285333333333331,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.40106666666666707,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.9678499999999994,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.3980833333333332,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.99095,0,0,0,5.9875
8.0,7.0,1.0,0,,,,0.9436666666666664,0,0,0,31.8875
8.0,8.0,1.0,0,,,,2.0174166666666666,0,0,0,100.01666666666667
8.0,9.0,1.0,0,,,,3.1141833333333344,0,0,0,238.22916666666666
8.0,10.0,1.0,0,,,,3.1016333333333326,0,0,0,392.27916666666664
8.0,11.0,1.0,0,,,,3.6635166666666668,0,0,0,525.0958333333333
8.0,12.0,1.0,0,,,,3.963650000000001,0,0,0,618.9
8.0,13.0,1.0,0,,,,4.58375,0,0,0,670.2333333333333
8.0,14.0,1.0,0,,,,3.011233361689249,0,0,0,674.6416666666667
8.0,15.0,1.0,0,,,,1.410550013478597,0,0,0,640.5833333333334
8.0,16.0,1.0,0,,,,2.7819,0,0,0,548.1708333333333
8.0,17.0,1.0,0,,,,0.8875667105356857,0,0,0,406.625
8.0,18.0,1.0,0,,,,0.038016725031534845,0,0,0,189.65
8.0,19.0,1.0,0,,,,2.37675,0,0,0,15.85
8.0,20.0,1.0,0,,,,1.780033333333333,0,0,0,0.0
8.0,21.0,1.0,0,,,,1.8997500000000003,0,0,0,0.0
8.0,22.0,1.0,0,,,,1.3950666666666678,0,0,0,0.0
8.0,23.0,1.0,0,,,,0.46668333333333367,0,0,0,0.0
8.0,24.0,1.0,0,,,,0.4093625000000001,0,0,0,0.0
8.0,1.0,2.0,0,,,,0.41468333333333335,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.4060333333333337,0,0,0,0.0
8.0,3.0,2.0,0,,,,0.40656666666666685,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.41251666666666686,0,0,0,0.0
8.0,5.0,2.0,0,,,,0.38946666666666635,0,0,0,0.0
8.0,6.0,2.0,0,,,,0.3832833333333333,0,0,0,7.145833333333333
8.0,7.0,2.0,0,,,,1.2727500000000003,0,0,0,35.94166666666667
8.0,8.0,2.0,0,,,,0.9623166666666672,0,0,0,98.40416666666667
8.0,9.0,2.0,0,,,,1.320383333333333,0,0,0,234.12916666666666
8.0,10.0,2.0,0,,,,2.542416666666666,0,0,0,382.40416666666664
8.0,11.0,2.0,0,,,,3.565316666666667,0,0,0,512.7916666666666
8.0,12.0,2.0,0,,,,4.2911166666666665,0,0,0,608.85
8.0,13.0,2.0,0,,,,1.060066666666667,0,0,0,656.2125
8.0,14.0,2.0,0,,,,3.4659666666666675,0,0,0,665.15
8.0,15.0,2.0,0,,,,3.4834166666666664,0,0,0,625.8291666666667
8.0,16.0,2.0,0,,,,2.866133333333333,0,0,0,541.2916666666666
8.0,17.0,2.0,0,,,,2.6472333333333324,0,0,0,407.075
8.0,18.0,2.0,0,,,,1.9204999999999992,0,0,0,192.725
8.0,19.0,2.0,0,,,,1.8882833333333326,0,0,0,17.2125
8.0,20.0,2.0,0,,,,1.4274166666666672,0,0,0,0.0
8.0,21.0,2.0,0,,,,0.8223666666666664,0,0,0,0.0
8.0,22.0,2.0,0,,,,0.9139999999999998,0,0,0,0.0
8.0,23.0,2.0,0,,,,1.0543166666666666,0,0,0,0.0
8.0,24.0,2.0,0,,,,0.4478583333333333,0,0,0,0.0
8.0,1.0,3.0,0,,,,0.9439999999999997,0,0,0,0.0
8.0,2.0,3.0,0,,,,0.44246666666666634,0,0,0,0.0
8.0,3.0,3.0,0,,,,0.4369833333333335,0,0,0,0.0
8.0,4.0,3.0,0,,,,0.6730333333333337,0,0,0,0.0
8.0,5.0,3.0,0,,,,1.1650333333333336,0,0,0,0.0
8.0,6.0,3.0,0,,,,0.43633333333333324,0,0,0,8.4375
8.0,7.0,3.0,0,,,,1.0566166666666663,0,0,0,37.025
8.0,8.0,3.0,0,,,,1.0178666666666665,0,0,0,97.8625
8.0,9.0,3.0,0,,,,0.9087166666666665,0,0,0,224.6875
8.0,10.0,3.0,0,,,,0.8163416666666672,0,0,0,360.9895833333333
8.0,11.0,3.0,0,,,,0.38870000000000005,0,0,0,532.2916666666666
8.0,12.0,3.0,0,,,,0.3481499999999997,0,0,0,620.9625
8.0,13.0,3.0,0,,,,0.33685000000000004,0,0,0,673.9625
8.0,14.0,3.0,0,,,,0.3124333333333333,0,0,0,681.3708333333333
8.0,15.0,3.0,0,,,,0.32771666666666643,0,0,0,641.3708333333333
8.0,16.0,3.0,0,,,,0.3181666666666665,0,0,0,552.85
8.0,17.0,3.0,0,,,,1.6297000000000004,0,0,0,415.47083333333336
8.0,18.0,3.0,0,,,,2.865300000000001,0,0,0,192.40416666666667
8.0,19.0,3.0,0,,,,2.9087500000000004,0,0,0,15.266666666666667
8.0,20.0,3.0,0,,,,2.536383333333333,0,0,0,0.0
8.0,21.0,3.0,0,,,,1.6745833333333326,0,0,0,0.0
8.0,22.0,3.0,0,,,,1.16765,0,0,0,0.0
8.0,23.0,3.0,0,,,,1.1197333333333337,0,0,0,0.0
8.0,24.0,3.0,0,,,,0.7358333333333342,0,0,0,0.0
8.0,1.0,4.0,0,,,,0.7748000000000007,0,0,0,0.0
8.0,2.0,4.0,0,,,,0.8564666666666675,0,0,0,0.0
8.0,3.0,4.0,0,,,,0.5043666666666663,0,0,0,0.0
8.0,4.0,4.0,0,,,,0.7697166666666665,0,0,0,0.0
8.0,5.0,4.0,0,,,,0.3658833333333334,0,0,0,0.0
8.0,6.0,4.0,0,,,,0.35385000000000016,0,0,0,4.895833333333333
8.0,7.0,4.0,0,,,,0.3626500000000003,0,0,0,37.8125
8.0,8.0,4.0,0,,,,0.35778333333333356,0,0,0,100.125
8.0,9.0,4.0,0,,,,0.33911666666666684,0,0,0,237.25833333333333
8.0,10.0,4.0,0,,,,0.35039999999999993,0,0,0,381.99583333333334
8.0,11.0,4.0,0,,,,0.3506166666666666,0,0,0,515.4666666666667
8.0,12.0,4.0,0,,,,0.31635,0,0,0,610.3833333333333
8.0,13.0,4.0,0,,,,0.2753,0,0,0,665.3041666666667
8.0,14.0,4.0,0,,,,0.2551500000000002,0,0,0,678.4041666666667
8.0,15.0,4.0,0,,,,0.2755333333333334,0,0,0,643.0458333333333
8.0,16.0,4.0,0,,,,0.2748999999999998,0,0,0,548.9
8.0,17.0,4.0,0,,,,0.34004999999999985,0,0,0,402.65
8.0,18.0,4.0,0,,,,0.7634,0,0,0,179.78333333333333
8.0,19.0,4.0,0,,,,3.443883333333333,0,0,0,13.095833333333333
8.0,20.0,4.0,0,,,,2.7360333333333333,0,0,0,0.0
8.0,21.0,4.0,0,,,,1.3578166666666667,0,0,0,0.0
8.0,22.0,4.0,0,,,,1.1681833333333336,0,0,0,0.0
8.0,23.0,4.0,0,,,,1.0768166666666674,0,0,0,0.0
8.0,24.0,4.0,0,,,,0.5734916666666664,0,0,0,0.0
8.0,1.0,5.0,0,,,,0.6106499999999997,0,0,0,0.0
8.0,2.0,5.0,0,,,,0.6700833333333321,0,0,0,0.0
8.0,3.0,5.0,0,,,,0.745766666666666,0,0,0,0.0
8.0,4.0,5.0,0,,,,0.403583333333333,0,0,0,0.0
8.0,5.0,5.0,0,,,,0.5920166666666666,0,0,0,0.0
8.0,6.0,5.0,0,,,,0.9037666666666664,0,0,0,6.825
