Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
1,1,8,0,22.19,0.0,34.79,9.4,4.56,4.41,0.0,0.0
1,2,8,0,22.05,0.0,36.12,6.8,0.6,2.01,0.0,0.0
1,3,8,0,21.89,0.0,37.07,5.8,0.12,1.01,0.0,0.0
1,4,8,0,21.79,0.0,37.71,6.5,0.0,0.86,0.0,0.0
1,5,8,0,21.71,0.0,38.23,6.7,0.12,0.64,0.0,0.0
1,6,8,0,21.68,0.0,38.41,7.7,1.32,0.65,0.0,0.0
1,7,8,0,21.64,0.0,38.57,7.9,3.0,0.48,0.0,0.0
1,8,8,0,21.84,0.0,38.28,13.1,14.88,2.03,0.0,0.0
1,9,8,0,22.12,0.0,37.52,18.3,2.28,9.49,0.0,159.115
1,10,8,0,22.22,0.0,36.86,12.9,11.16,10.12,0.0,360.323
1,11,8,0,22.24,0.0,36.33,10.4,9.12,11.52,0.0,512.9780000000001
1,12,8,0,22.27,0.0,35.69,10.0,4.56,13.42,0.0,611.885
1,13,8,0,22.31,0.0,35.22,8.2,6.48,14.31,0.0,645.846
1,14,8,0,22.39,0.0,34.6,12.8,3.84,21.5,0.0,623.48
1,15,8,0,22.47,0.0,33.86,14.0,4.68,25.01,0.0,546.4830000000001
1,16,8,0,22.49,0.0,33.62,13.8,1.2,26.56,0.0,411.596
1,17,8,0,22.49,0.0,33.43,8.0,2.4,19.34,0.0,223.462
1,18,8,0,22.49,0.0,33.48,9.1,3.72,14.63,0.0,0.0
1,19,8,0,22.5,0.0,34.15,11.6,3.48,15.8,0.0,0.0
1,20,8,0,22.5,0.0,34.59,19.7,4.56,22.68,0.0,0.0
1,21,8,0,22.5,0.0,34.62,20.5,3.24,21.45,0.0,0.0
1,22,8,0,22.5,0.0,34.59,17.7,3.24,16.47,0.0,0.0
1,23,8,0,22.5,0.0,34.4,21.4,1.68,18.2,0.0,0.0
1,24,8,0,22.34,0.0,34.37,11.3,0.24,6.8,0.0,0.0
1,1,2,0,22.22,0.0,34.45,11.8,0.24,5.41,0.0,0.0
1,2,2,0,22.06,0.0,34.91,9.6,0.48,2.06,0.0,0.0
1,3,2,0,21.68,0.0,35.62,7.1,0.12,0.24,0.0,0.0
1,4,2,0,21.23,0.0,36.28,4.9,1.92,0.0,0.0,0.0
1,5,2,0,21.11,0.0,36.09,6.4,0.48,0.0,0.0,0.0
1,6,2,0,21.08,0.0,35.49,8.6,3.36,0.0,0.0,0.0
1,7,2,0,20.99,0.0,34.94,8.4,7.8,0.0,0.0,0.0
1,8,2,0,20.99,0.0,34.27,10.8,24.72,0.0,0.0,0.0
1,9,2,0,21.36,0.0,32.76,13.6,5.88,0.86,0.0,180.377
1,10,2,0,21.74,0.0,31.47,17.2,5.64,4.55,0.0,394.4
1,11,2,0,21.88,0.0,31.08,15.3,7.44,6.32,0.0,560.914
1,12,2,0,21.85,0.0,31.02,11.4,5.64,6.27,0.0,655.268
1,13,2,0,21.77,0.0,30.42,8.3,0.72,6.42,0.0,700.795
1,14,2,0,22.15,0.0,29.02,18.4,0.96,13.14,0.0,682.043
1,15,2,0,22.18,0.0,27.68,10.8,0.96,10.29,0.0,596.165
1,16,2,0,22.14,0.0,26.64,8.2,3.48,9.94,0.0,456.289
1,17,2,0,22.07,0.0,25.8,7.9,3.48,8.05,0.0,259.388
1,18,2,0,21.99,0.0,25.16,11.3,4.68,4.77,0.0,0.0
1,19,2,0,22.02,0.0,25.25,14.2,3.84,5.34,0.0,0.0
1,20,2,0,22.2,0.0,25.49,21.2,2.64,9.0,0.0,0.0
