Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Heating Load (kWh),Solar Generation (W/kW),Occupant Count (people),Temperature Set Point (C),HVAC Mode (Off/Cooling/Heating)
6,1,2,0,22.42812747531964,-0.7940947469025801,78.00800148712482,0.3562692154588846,0.0557304763922384,0.0,0.0,0.0,3.0,23.22222222222222,1
6,2,2,0,22.22321385522456,0.0009916330023393982,79.0427181098438,0.344522307747465,0.1592168743171942,0.2277370395414095,0.0,0.0,3.0,22.22222222222222,1
6,3,2,0,22.22222602341592,3.8011936993598283e-06,79.33752329292496,0.3382273305599702,0.0568991450473122,0.132294240889475,0.0,0.0,3.0,22.22222222222222,1
6,4,2,0,22.22222646539508,4.243172860185496e-06,79.58115628928452,0.334328686062742,0.0,0.1529790629053357,0.0,0.0,3.0,22.22222222222222,1
6,5,2,0,22.222225694841303,3.472619081179573e-06,79.78352469160613,0.3480938514002819,0.0,0.1190010534918844,0.0,0.0,3.0,22.22222222222222,1
6,6,2,0,22.222228791585987,6.56936376586259e-06,80.0007590050305,0.346381367553191,0.3348831987227136,0.2665816659824676,0.0,0.0,3.0,22.22222222222222,1
6,7,2,0,22.222226903465103,4.681242881332537e-06,80.16363516031319,0.4080473990430501,0.9057217425834044,0.1841589463533308,0.0,13.748435723529226,2.0,22.22222222222222,1
6,8,2,0,22.32739967688504,-0.00593365644828836,79.79456329746024,0.4019425968505284,0.0,0.0567426453863255,0.0,104.74757053100558,2.0,22.33333333333333,1
6,9,2,0,22.76686722372281,-0.010910554054969879,76.8680844322754,0.4522255922837511,3.2977970217339805,2.399583630300889,0.0,158.30169669606695,2.0,22.77777777777778,1
6,10,2,0,23.329553722733067,-0.0037796106002616625,74.3575437241001,0.4000915625261328,0.2143131960522008,0.3680647146545204,0.0,329.17297701042895,1.0,23.33333333333333,1
6,11,2,0,23.481286161379646,-0.9631582830648,73.73319898118793,0.3977606262469363,0.0,0.0,0.0,432.86932384184485,1.0,24.444444444444446,1
6,12,2,0,24.39005712029868,-0.05438732414576464,69.80530803144462,0.3987208567663438,1.6563060981750166,0.611114413051454,0.0,483.56609709401675,1.0,24.444444444444443,1
6,13,2,0,24.42666036911715,-0.017784075327288207,69.68494436973916,0.4024191372691741,0.2264973957186949,0.0,0.0,472.2048220480263,1.0,24.44444444444444,1
6,14,2,0,24.444299755453205,-0.0001446889912344318,69.6055074151108,0.3555357817826952,0.0,0.0418753124729699,0.0,470.1811976889696,0.0,24.44444444444444,1
6,15,2,0,24.4444457759666,1.3315221600862515e-06,69.50874078188077,0.3557057157896695,0.2264974439843352,0.2865441181803725,0.0,458.6564660831906,0.0,24.44444444444444,1
6,16,2,0,24.444456715160115,1.2270715672002552e-05,69.13052387957009,0.4044640896980775,1.0207804567823335,1.3108744281520623,0.0,326.85913999145896,1.0,24.444444444444443,1
