month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode
1,1,1,0,18.555555,15.140876,0.30190507,0.0,0.0,6.403581,0.0,2.0,18.555555,18.555555,3
1,2,1,0,18.555555,15.187447,0.33065784,0.0,0.0,6.2797394,0.0,2.0,18.555555,18.555555,3
1,3,1,0,18.555555,15.206293,0.29966033,0.0,0.0,6.1751823,0.0,2.0,18.555555,18.555555,3
1,4,1,0,18.555555,15.255992,0.2985807,0.0,0.0,6.3323417,0.0,2.0,18.555555,18.555555,3
1,5,1,0,18.555555,15.2811775,0.2973301,0.0,0.0,6.405445,0.0,2.0,18.555555,18.555555,3
1,6,1,0,18.555555,15.293387,0.29758656,0.0,0.0,6.479581,0.0,2.0,18.555555,18.555555,3
1,7,1,0,18.555555,15.273073,0.40555316,0.0,0.0,6.2099977,0.0,2.0,18.555555,18.555555,3
1,8,1,0,18.555555,15.252506,0.85256153,0.16726811,0.0,6.474692,0.0,2.0,18.555555,18.555555,3
1,9,1,0,18.555555,15.185891,0.71754605,0.0,0.0,6.328286,0.0,1.0,18.555555,18.555555,3
1,10,1,0,18.555555,15.132897,0.45658568,0.0,0.0,6.1065464,0.0,1.0,18.555555,18.555555,3
1,11,1,0,18.555555,15.049469,0.45368135,0.0,0.0,5.5620403,0.0,1.0,18.555555,18.555555,3
1,12,1,0,18.555555,14.998779,0.45591125,0.33993578,0.0,3.8159487,0.0,1.0,18.555555,18.555555,3
1,13,1,0,18.555555,14.982651,0.46072775,0.6798687,0.0,3.737461,0.0,1.0,18.555555,18.555555,3
1,14,1,0,18.555555,14.965886,0.46048242,0.0,0.0,3.827025,0.0,1.0,18.555555,18.555555,3
1,15,1,0,18.555555,14.954253,0.45595905,0.0,0.0,3.6475773,0.0,1.0,18.555555,18.555555,3
1,16,1,0,18.555555,14.938478,0.4664169,0.33993572,0.0,3.823929,0.0,1.0,18.555555,18.555555,3
1,17,1,0,18.555555,14.948558,0.48621896,0.33993542,0.0,4.0261874,0.0,1.0,18.555555,18.555555,3
1,18,1,0,18.555555,14.890683,0.31096953,0.33993483,0.0,4.996595,0.0,0.0,18.555555,18.555555,3
1,19,1,0,18.555555,14.827618,0.34381598,0.0,0.0,5.2712507,0.0,0.0,18.555555,18.555555,3
1,20,1,0,18.555555,15.118701,0.7591278,0.0,0.0,4.563589,0.0,1.0,18.555555,18.555555,3
1,21,1,0,18.555555,15.039798,0.5601755,0.0,0.0,5.1864576,0.0,1.0,18.555555,18.555555,3
1,22,1,0,18.555555,14.995383,0.52276444,0.0,0.0,5.185092,0.0,1.0,18.555555,18.555555,3
1,23,1,0,18.555555,14.958356,0.44777414,0.0,0.0,5.193239,0.0,1.0,18.555555,18.555555,3
1,24,1,0,18.555555,14.868443,0.30375403,0.0,0.0,5.433829,0.0,1.0,18.555555,18.555555,3
1,1,2,0,18.555555,14.75883,0.30190507,0.0,0.0,6.0266886,0.0,1.0,18.555555,18.555555,3
1,2,2,0,18.555555,14.63487,0.33065784,0.0,0.0,5.6143947,0.0,1.0,18.555555,18.555555,3
1,3,2,0,18.555555,14.5211315,0.29966033,0.0,0.0,5.670056,0.0,1.0,18.555555,18.555555,3
1,4,2,0,18.555555,14.447692,0.2985807,0.0,0.0,5.731382,0.0,1.0,18.555555,18.555555,3
1,5,2,0,18.555555,14.465033,0.2973301,0.0,0.0,5.940187,0.0,2.0,18.555555,18.555555,3
1,6,2,0,18.555555,14.487516,0.29758656,0.0,0.0,5.926299,0.0,2.0,18.555555,18.555555,3
1,7,2,0,18.555555,14.509506,0.40555316,0.0,0.0,5.854716,0.0,2.0,18.555555,18.555555,3
1,8,2,0,18.555555,14.497829,0.4465253,0.0,0.0,5.9675517,0.0,1.0,18.555555,18.555555,3
1,9,2,0,19.641932,13.583867,0.60867697,5.0953565,0.0,5.5799203,0.0,2.0,19.666666,19.666666,3
1,10,2,0,20.210442,13.088325,0.45658568,0.0,0.0,7.08364,0.0,1.0,20.222221,20.222221,3
1,11,2,0,20.222025,13.030371,0.45368135,0.0,0.0,6.3573155,0.0,1.0,20.222221,20.222221,3
1,12,2,0,20.22222,12.995173,0.45591125,0.0,0.0,5.8433256,0.0,1.0,20.222221,20.222221,3
1,13,2,0,20.222221,12.988022,0.46072775,0.6810046,0.0,5.661862,0.0,1.0,20.222221,20.222221,3
1,14,2,0,20.222221,13.36607,1.239561,1.7560145,0.0,4.5679975,0.0,1.0,20.222221,20.222221,3
1,15,2,0,20.222221,13.680143,1.2350377,0.1094903,0.0,4.4108305,0.0,1.0,20.222221,20.222221,3
1,16,2,0,20.222221,13.635001,0.4664169,0.0,0.0,5.5596094,0.0,1.0,20.222221,20.222221,3
1,17,2,0,20.222221,13.700765,0.48621896,0.0,0.0,5.7690735,0.0,1.0,20.222221,20.222221,3
1,18,2,0,20.222221,13.901384,0.59102184,1.0117116,0.0,6.356598,0.0,1.0,20.222221,20.222221,3
1,19,2,0,20.004126,14.635613,1.6282264,2.4227145,0.0,5.0824423,0.0,2.0,20.0,20.0,3
1,20,2,0,19.781794,15.9169,1.6189818,1.6449294,0.0,4.7268767,0.0,2.0,19.777779,19.777779,3
1,21,2,0,19.562462,16.059242,0.5601755,0.0,0.0,5.266318,0.0,2.0,19.555555,19.555555,3
1,22,2,0,19.340542,16.454863,0.31034893,0.3405113,0.0,5.586856,0.0,2.0,19.333334,19.333334,3
1,23,2,0,19.123415,16.616491,0.30750582,0.0,0.0,5.672696,0.0,2.0,19.11111,19.11111,3
1,24,2,0,18.070456,17.932955,0.30375403,0.0,0.0,4.5391483,0.0,2.0,18.055555,18.055555,3
1,1,3,0,18.317707,17.50563,0.30190507,0.0,0.0,5.8609233,0.0,2.0,18.333334,18.333334,3
1,2,3,0,17.23684,18.951378,0.33065784,0.0,0.0,4.4616723,0.0,2.0,17.222221,17.222221,3
1,3,3,0,17.22295,18.779312,0.29966033,0.0,0.0,4.8993216,0.0,2.0,17.222221,17.222221,3
1,4,3,0,17.22226,19.008366,0.2985807,0.0,0.0,5.400399,0.0,2.0,17.222221,17.222221,3
1,5,3,0,17.222223,18.939709,0.33331078,0.0,0.0,5.61636,0.0,2.0,17.222221,17.222221,3
1,6,3,0,17.222221,19.391623,0.62748945,0.0,0.0,5.339277,0.0,2.0,17.222221,17.222221,3
1,7,3,0,17.222221,19.818752,0.5109331,1.1064999,0.0,4.967873,0.0,2.0,17.222221,17.222221,3
1,8,3,0,17.222221,19.993837,0.5905472,0.0,0.0,5.740975,0.0,2.0,17.222221,17.222221,3
1,9,3,0,17.222221,20.435099,2.1450887,0.73232895,0.0,2.7053494,0.0,2.0,17.222221,17.222221,3
1,10,3,0,17.222221,20.719229,0.61172533,3.0563004,0.0,0.5888528,0.0,2.0,17.222221,17.222221,3
1,11,3,0,17.222221,20.800037,0.60682535,2.4993207,0.0,0.43125644,0.0,2.0,17.222221,17.222221,3
1,12,3,0,17.222221,20.894478,0.6111996,0.8791964,0.8961486,0.0,0.0,2.0,17.222221,17.222221,3
1,13,3,0,17.222221,20.941326,0.46072775,1.659957,1.4351861,0.0,0.0,1.0,17.222221,17.222221,3
1,14,3,0,17.222221,20.997364,0.46048242,0.34106478,1.8478204,0.0,0.0,1.0,17.222221,17.222221,3
1,15,3,0,17.222221,21.025509,0.45595905,0.0,1.687794,0.0,0.0,1.0,17.222221,17.222221,3
1,16,3,0,17.222221,21.042112,0.4664169,0.0,0.8165807,0.0,0.0,1.0,17.222221,17.222221,3
1,17,3,0,17.222221,21.260574,0.75818825,0.0,0.89777255,0.0,0.0,2.0,17.222221,17.222221,3
1,18,3,0,17.721588,20.574987,0.52877015,0.34106475,0.0,0.5142107,0.0,1.0,17.722221,17.722221,3
1,19,3,0,18.33229,19.775316,0.5964819,0.0,0.0,1.0736109,0.0,1.0,18.333334,18.333334,3
1,20,3,0,18.333332,19.776636,0.5760347,0.0,0.0,1.3333073,0.0,1.0,18.333334,18.333334,3
1,21,3,0,18.277836,19.936342,0.80883694,0.0,0.0,1.5971106,0.0,2.0,18.277779,18.277779,3
1,22,3,0,17.229927,21.413515,0.52276444,0.0,0.0,1.0918721,0.0,2.0,17.222221,17.222221,3
1,23,3,0,17.22223,21.665365,0.44777414,1.1372241,0.0,1.1530514,0.0,2.0,17.222221,17.222221,3
1,24,3,0,17.222221,21.756197,0.30375403,0.0,0.0,2.4758968,0.0,2.0,17.222221,17.222221,3
1,1,4,0,17.222221,21.890516,0.30190507,0.0,0.0,3.1245155,0.0,2.0,17.222221,17.222221,3
1,2,4,0,17.222221,22.006096,0.33065784,0.0,0.0,2.9870226,0.0,2.0,17.222221,17.222221,3
1,3,4,0,17.222221,22.248575,0.29966033,0.34159485,0.0,3.4427776,0.0,2.0,17.222221,17.222221,3
1,4,4,0,17.222221,22.444307,0.2985807,0.0,0.0,3.2197008,0.0,2.0,17.222221,17.222221,3
1,5,4,0,17.222221,22.629627,0.2973301,0.0,0.0,3.5754163,0.0,1.0,17.222221,17.222221,3
1,6,4,0,17.222221,22.736841,0.29758656,0.0,0.0,3.6957188,0.0,1.0,17.222221,17.222221,3
1,7,4,0,17.816566,21.98309,0.30017322,0.0,0.0,4.599177,0.0,1.0,17.833334,17.833334,3
1,8,4,0,18.317526,21.449509,0.30250344,0.0,0.0,5.499638,0.0,0.0,18.333334,18.333334,3
1,9,4,0,17.945362,22.036211,0.30238634,0.0,0.0,2.583607,0.0,0.0,17.944445,17.944445,3
1,10,4,0,18.333044,21.54831,0.30144605,0.0,0.0,0.78197604,0.0,0.0,18.333334,18.333334,3
1,11,4,0,18.333334,21.512215,0.30053738,0.0,0.35108396,0.0,0.0,0.0,18.333334,18.333334,3
1,12,4,0,18.333334,21.507034,0.30062288,0.3415962,0.79515034,0.0,0.0,0.0,18.333334,18.333334,3
1,13,4,0,18.333334,21.487953,0.3025257,0.0,0.91316247,0.0,0.0,0.0,18.333334,18.333334,3
1,14,4,0,18.333334,21.46518,0.30286762,0.0,1.1687679,0.0,0.0,0.0,18.333334,18.333334,3
1,15,4,0,18.333334,21.450008,0.30312404,0.0,0.621572,0.0,0.0,0.0,18.333334,18.333334,3
1,16,4,0,18.333334,21.432993,0.30221537,0.0,0.19777967,0.0,0.0,0.0,18.333334,18.333334,3
1,17,4,0,18.333334,21.399452,0.3057962,0.0,0.0,0.13575104,0.0,0.0,18.333334,18.333334,3
1,18,4,0,18.333334,21.384237,0.31096953,0.0,0.0,0.76991796,0.0,0.0,18.333334,18.333334,3
1,19,4,0,18.333334,21.604483,0.9406944,0.0,0.0,0.38147813,0.0,2.0,18.333334,18.333334,3
1,20,4,0,20.537235,18.89462,0.83990324,0.0,0.0,2.3830204,0.0,2.0,20.555555,20.555555,3
1,21,4,0,20.001583,19.62565,0.80883694,0.0,0.0,2.2684333,0.0,2.0,20.0,20.0,3
1,22,4,0,18.893415,21.115135,0.52276444,0.0,0.0,1.1342449,0.0,2.0,18.88889,18.88889,3
1,23,4,0,17.263664,23.582716,0.44777414,0.3415955,0.0,0.38233632,0.0,2.0,17.222221,17.222221,3
1,24,4,0,17.222267,23.746176,0.3884554,0.0,0.0,0.59997576,0.0,2.0,17.222221,17.222221,3
1,1,5,0,17.222223,23.788784,0.30190507,0.0,0.0,1.1343713,0.0,2.0,17.222221,17.222221,3
1,2,5,0,17.222221,23.934072,0.33065784,0.34210527,0.0,1.0938681,0.0,2.0,17.222221,17.222221,3
1,3,5,0,17.222221,24.01416,0.29966033,0.3421052,0.0,1.4282936,0.0,2.0,17.222221,17.222221,3
1,4,5,0,17.222221,24.117401,0.2985807,0.0,0.0,1.6978079,0.0,2.0,17.222221,17.222221,3
1,5,5,0,17.222221,24.251038,0.2973301,0.3420986,0.0,1.8414501,0.0,2.0,17.222221,17.222221,3
1,6,5,0,17.222221,24.546154,0.29758656,0.0,0.0,1.9610089,0.0,2.0,17.222221,17.222221,3
1,7,5,0,17.76117,24.0096,0.30017322,0.0,0.0,2.646299,0.0,2.0,17.777779,17.777779,3
1,8,5,0,18.31287,23.448195,0.30250344,0.0,0.0,3.4801297,0.0,1.0,18.333334,18.333334,3
1,9,5,0,18.222786,23.733519,0.30238634,0.0,0.0,2.3756487,0.0,1.0,18.222221,18.222221,3
1,10,5,0,18.333221,23.635908,0.30144605,0.0,0.0,1.2161944,0.0,1.0,18.333334,18.333334,3
1,11,5,0,18.333334,23.683575,0.30053738,0.0,0.3915217,0.0,0.0,1.0,18.333334,18.333334,3
1,12,5,0,18.333334,23.733131,0.30062288,0.34210527,1.444738,0.0,0.0,1.0,18.333334,18.333334,3
1,13,5,0,18.333334,23.781015,0.3025257,0.0,2.059708,0.0,0.0,1.0,18.333334,18.333334,3
1,14,5,0,18.333334,23.79651,0.46048242,0.0,2.4351091,0.0,0.0,1.0,18.333334,18.333334,3
1,15,5,0,18.333334,23.820362,0.45595905,0.0,2.0914204,0.0,0.0,1.0,18.333334,18.333334,3
1,16,5,0,18.333334,23.843258,0.4664169,0.0,1.2252022,0.0,0.0,1.0,18.333334,18.333334,3
1,17,5,0,18.333334,24.11576,0.48621896,2.4046988,2.2931356,0.0,0.0,1.0,18.333334,18.333334,3
1,18,5,0,18.333334,24.083996,0.52877015,0.34210518,0.3032642,0.0,0.0,1.0,18.333334,18.333334,3
1,19,5,0,18.333334,24.067604,0.5964819,0.0,0.0,0.13886243,0.0,1.0,18.333334,18.333334,3
1,20,5,0,18.333334,24.102638,0.5760347,0.34210518,0.0,0.40733045,0.0,1.0,18.333334,18.333334,3
1,21,5,0,18.333334,24.159203,0.5601755,0.0,0.0,0.62686145,0.0,1.0,18.333334,18.333334,3
1,22,5,0,17.244078,25.94346,0.52276444,0.0,0.23461384,0.0,0.0,1.0,17.222221,17.222221,3
1,23,5,0,17.222223,26.109152,0.5880425,0.0,0.0,0.16905564,0.0,2.0,17.222221,17.222221,3
1,24,5,0,17.222221,26.462797,0.30375403,0.0,0.0,0.7542237,0.0,2.0,17.222221,17.222221,3
1,1,6,0,17.222221,26.67902,0.30190507,0.0,0.0,1.2104843,0.0,2.0,17.222221,17.222221,3
1,2,6,0,17.222221,26.905073,0.33065784,0.0,0.0,1.3660332,0.0,2.0,17.222221,17.222221,3
1,3,6,0,17.222221,27.136343,0.29966033,0.0,0.0,1.3988773,0.0,2.0,17.222221,17.222221,3
1,4,6,0,17.222221,27.343872,0.2985807,0.0,0.0,1.7588358,0.0,2.0,17.222221,17.222221,3
1,5,6,0,17.222221,27.751816,0.2973301,0.0,0.0,1.7666931,0.0,2.0,17.222221,17.222221,3
1,6,6,0,17.222221,28.244442,0.29758656,0.0,0.0,1.8632113,0.0,2.0,17.222221,17.222221,3
1,7,6,0,17.76336,27.472513,0.40555316,0.0,0.0,2.1427128,0.0,2.0,17.777779,17.777779,3
1,8,6,0,18.317032,27.167967,0.5905472,0.0,0.0,2.603982,0.0,2.0,18.333334,18.333334,3
1,9,6,0,17.24193,29.734512,0.6386247,0.0,0.9304216,0.0,0.0,1.0,17.222221,17.222221,3
1,10,6,0,17.222229,30.11691,0.45658568,0.0,0.0,0.35987633,0.0,1.0,17.222221,17.222221,3
1,11,6,0,18.328655,28.426733,0.45368135,0.0,0.0,0.94335157,0.0,1.0,18.333334,18.333334,3
1,12,6,0,18.333323,28.863455,0.45591125,1.3849033,1.9198605,0.0,0.0,1.0,18.333334,18.333334,3
1,13,6,0,18.333334,29.526888,0.46072775,0.0,2.2806087,0.0,0.0,1.0,18.333334,18.333334,3
1,14,6,0,18.333334,29.721193,0.46048242,0.3425917,2.0289056,0.0,0.0,1.0,18.333334,18.333334,3
1,15,6,0,18.333334,30.407045,0.7305987,0.0,1.7668461,0.0,0.0,1.0,18.333334,18.333334,3
1,16,6,0,18.333334,30.613132,0.4664169,1.3703464,1.2108982,0.0,0.0,1.0,18.333334,18.333334,3
1,17,6,0,18.333334,30.80849,0.48621896,0.0,0.9421931,0.0,0.0,1.0,18.333334,18.333334,3
1,18,6,0,18.333334,31.253096,0.52877015,0.0,0.46611407,0.0,0.0,1.0,18.333334,18.333334,3
1,19,6,0,19.990345,28.8962,0.84914786,0.34259158,0.0,1.0977848,0.0,2.0,20.0,20.0,3
1,20,6,0,20.55279,28.181206,0.83990324,1.3703465,0.0,1.1868137,0.0,2.0,20.555555,20.555555,3
1,21,6,0,20.555546,28.512537,0.80883694,0.0,0.0,1.0867621,0.0,2.0,20.555555,20.555555,3
1,22,6,0,20.000196,30.323654,0.52276444,0.0,0.0,0.68414557,0.0,2.0,20.0,20.0,3
1,23,6,0,19.444714,31.805452,0.30750582,0.34259093,0.0,0.49259707,0.0,2.0,19.444445,19.444445,3
1,24,6,0,19.444445,32.251095,0.30375403,0.0,0.0,0.821009,0.0,2.0,19.444445,19.444445,3
1,1,7,0,18.889496,33.959404,0.30190507,0.0,0.0,0.6713095,0.0,2.0,18.88889,18.88889,3
1,2,7,0,18.88889,34.311584,0.33065784,0.0,0.0,0.6077458,0.0,2.0,18.88889,18.88889,3
1,3,7,0,17.277325,38.86403,0.29966033,0.0,0.61510116,0.0,0.0,2.0,17.222221,17.222221,3
1,4,7,0,17.222221,39.945004,0.2985807,0.0,0.0,0.16915925,0.0,2.0,17.222221,17.222221,3
1,5,7,0,17.222221,40.868294,0.2973301,0.0,0.0,0.18289882,0.0,2.0,17.222221,17.222221,3
1,6,7,0,17.222221,41.69216,0.29758656,0.0,0.0,0.3554058,0.0,2.0,17.222221,17.222221,3
1,7,7,0,17.76918,40.452538,0.30017322,0.0,0.0,0.8989126,0.0,2.0,17.777779,17.777779,3
1,8,7,0,18.32171,39.80028,0.30250344,0.0,0.0,1.5907592,0.0,2.0,18.333334,18.333334,3
1,9,7,0,18.333311,40.55865,0.45553166,0.0,0.0,1.2460575,0.0,2.0,18.333334,18.333334,3
1,10,7,0,18.333334,40.83045,0.61172533,0.0,0.0,0.8573623,0.0,2.0,18.333334,18.333334,3
1,11,7,0,18.333334,41.150276,0.45368135,0.0,0.0,0.5065675,0.0,2.0,18.333334,18.333334,3
1,12,7,0,18.333334,41.518936,0.30062288,0.0,0.0,0.25293255,0.0,0.0,18.333334,18.333334,3
1,13,7,0,18.333334,41.925903,0.3025257,0.0,0.041336805,0.0,0.0,0.0,18.333334,18.333334,3
1,14,7,0,18.333334,42.08433,0.30286762,0.34305444,0.0,0.032336906,0.0,0.0,18.333334,18.333334,3
1,15,7,0,18.333334,42.41825,0.45595905,0.68611175,0.05686903,0.0,0.0,1.0,18.333334,18.333334,3
1,16,7,0,18.333334,42.84367,0.4664169,0.0,0.075014785,0.0,0.0,1.0,18.333334,18.333334,3
1,17,7,0,19.985924,38.801952,0.48621896,0.0,0.0,1.1783496,0.0,1.0,20.0,20.0,3
1,18,7,0,19.999908,39.172638,0.52877015,0.0,0.0,1.4185181,0.0,1.0,20.0,20.0,3
1,19,7,0,20.0,39.306347,0.5964819,0.0,0.0,1.150284,0.0,1.0,20.0,20.0,3
1,20,7,0,20.551764,38.182896,0.5760347,0.0,0.0,1.6267791,0.0,1.0,20.555555,20.555555,3
1,21,7,0,20.555521,38.46215,0.80883694,0.0,0.0,1.3762885,0.0,2.0,20.555555,20.555555,3
1,22,7,0,20.555555,39.072247,0.52276444,0.0,0.0,1.4916242,0.0,1.0,20.555555,20.555555,3
1,23,7,0,20.555555,39.32722,0.30750582,0.0,0.0,1.7036189,0.0,1.0,20.555555,20.555555,3
1,24,7,0,20.555555,39.85381,0.30375403,0.0,0.0,1.93893,0.0,1.0,20.555555,20.555555,3
1,1,1,0,20.555555,40.055973,0.30190507,0.0,0.0,2.252916,0.0,1.0,20.555555,20.555555,3
1,2,1,0,20.555555,40.001778,0.33065784,0.0,0.0,2.1506007,0.0,1.0,20.555555,20.555555,3
1,3,1,0,20.555555,39.914215,0.29966033,0.0,0.0,2.2006087,0.0,2.0,20.555555,20.555555,3
1,4,1,0,20.555555,39.739887,0.2985807,0.0,0.0,2.4966495,0.0,2.0,20.555555,20.555555,3
1,5,1,0,20.555555,39.43705,0.2973301,0.0,0.0,2.7533395,0.0,2.0,20.555555,20.555555,3
1,6,1,0,20.555555,39.11874,0.29758656,0.0,0.0,2.6307352,0.0,2.0,20.555555,20.555555,3
1,7,1,0,20.555555,39.053783,0.30017322,0.0,0.0,2.7289517,0.0,2.0,20.555555,20.555555,3
1,8,1,0,20.555555,38.769466,0.30250344,0.0,0.0,2.8553965,0.0,2.0,20.555555,20.555555,3
1,9,1,0,20.001764,40.037815,0.30238634,0.0,0.0,0.42081216,0.0,2.0,20.0,20.0,3
1,10,1,0,20.000006,39.934208,0.45658568,0.0,0.7985611,0.0,0.0,1.0,20.0,20.0,3
1,11,1,0,20.0,39.855473,0.45368135,0.0,1.773592,0.0,0.0,1.0,20.0,20.0,3
1,12,1,0,20.0,39.852016,0.45591125,0.0,2.6220043,0.0,0.0,1.0,20.0,20.0,3
1,13,1,0,20.554224,38.436268,0.46072775,0.0,2.2096553,0.0,0.0,1.0,20.555555,20.555555,3
1,14,1,0,20.555544,38.404606,0.46048242,0.3434971,2.5608613,0.0,0.0,1.0,20.555555,20.555555,3
1,15,1,0,20.555555,38.36017,0.30312404,0.0,2.2091653,0.0,0.0,1.0,20.555555,20.555555,3
1,16,1,0,21.097637,37.041443,0.30221537,0.6869944,0.72532874,0.0,0.0,0.0,21.11111,21.11111,3
1,17,1,0,21.11101,36.950153,0.48621896,0.68699163,0.65798557,0.0,0.0,1.0,21.11111,21.11111,3
1,18,1,0,21.11111,36.962982,0.8381173,0.0,0.5265623,0.0,0.0,2.0,21.11111,21.11111,3
1,19,1,0,21.11111,37.440594,1.0688596,2.502882,2.0022526,0.0,0.0,2.0,21.11111,21.11111,3
1,20,1,0,20.557842,39.126022,0.83990324,0.0,0.18482015,0.0,0.0,2.0,20.555555,20.555555,3
1,21,1,0,20.555555,39.0154,0.80883694,0.0,0.0,0.045010775,0.0,2.0,20.555555,20.555555,3
1,22,1,0,20.555555,38.904377,0.52276444,0.0,0.0,0.9081615,0.0,2.0,20.555555,20.555555,3
