Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [Wh/kWh]
8.0,0.0,1.0,0,,,,2.8191499999999996,0,0,0,0.0
8.0,1.0,1.0,0,,,,1.9281666666666666,0,0,0,0.0
8.0,2.0,1.0,0,,,,0.47581666666666655,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.4582333333333334,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.44601666666666673,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.4658833333333335,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.6710666666666666,0,0,0,-6.786666666666666
8.0,7.0,1.0,0,,,,0.8447166666666668,0,0,0,-29.15333333333333
8.0,8.0,1.0,0,,,,2.5932666666666666,0,0,0,-88.14000000000001
8.0,9.0,1.0,0,,,,2.7008833333333335,0,0,0,-202.37333333333328
8.0,10.0,1.0,0,,,,2.0974,0,0,0,-328.54666666666674
8.0,11.0,1.0,0,,,,2.502900000000001,0,0,0,-440.23333333333335
8.0,12.0,1.0,0,,,,2.697933333333333,0,0,0,-518.9499999999998
8.0,13.0,1.0,0,,,,2.1056833333333334,0,0,0,-560.2400000000002
8.0,14.0,1.0,0,,,,0.1326333333333333,0,0,0,-563.953333333333
8.0,15.0,1.0,0,,,,0.6999999999999996,0,0,0,-534.57
8.0,16.0,1.0,0,,,,0.2069,0,0,0,-456.1833333333334
8.0,17.0,1.0,0,,,,1.6474000000000002,0,0,0,-340.5666666666666
8.0,18.0,1.0,0,,,,1.086583333333334,0,0,0,-185.23333333333332
8.0,19.0,1.0,0,,,,0.22160000666666654,0,0,0,-14.336666666666666
8.0,20.0,1.0,0,,,,1.5579333583333332,0,0,0,0.0
8.0,21.0,1.0,0,,,,2.832316666666666,0,0,0,0.0
8.0,22.0,1.0,0,,,,0.6387666666666669,0,0,0,0.0
8.0,23.0,1.0,0,,,,0.7265166666666663,0,0,0,0.0
8.0,0.0,2.0,0,,,,2.649125,0,0,0,0.0
8.0,1.0,2.0,0,,,,0.4703166666666666,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.4394500000000002,0,0,0,0.0
8.0,3.0,2.0,0,,,,0.45004999999999973,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.8188833333333332,0,0,0,0.0
8.0,5.0,2.0,0,,,,1.1225,0,0,0,0.0
8.0,6.0,2.0,0,,,,1.3846166666666673,0,0,0,-5.926666666666667
8.0,7.0,2.0,0,,,,0.4598999999999999,0,0,0,-30.923333333333336
8.0,8.0,2.0,0,,,,0.9788666666666666,0,0,0,-86.72333333333333
8.0,9.0,2.0,0,,,,1.524316666666666,0,0,0,-198.87
8.0,10.0,2.0,0,,,,1.8559666666666665,0,0,0,-320.83
8.0,11.0,2.0,0,,,,2.223333333333333,0,0,0,-429.82333333333315
8.0,12.0,2.0,0,,,,2.661716666666666,0,0,0,-509.5899999999999
8.0,13.0,2.0,0,,,,2.869883333333333,0,0,0,-550.0033333333334
8.0,14.0,2.0,0,,,,2.17205,0,0,0,-554.9366666666666
8.0,15.0,2.0,0,,,,1.3411000000000004,0,0,0,-520.3833333333333
8.0,16.0,2.0,0,,,,1.7706000000000006,0,0,0,-449.7733333333333
8.0,17.0,2.0,0,,,,1.7263833333333332,0,0,0,-339.99333333333334
8.0,18.0,2.0,0,,,,0.9555666666666663,0,0,0,-189.14
8.0,19.0,2.0,0,,,,0.16821671322428322,0,0,0,-14.813333333333334
8.0,20.0,2.0,0,,,,0.0630500749999981,0,0,0,0.0
8.0,21.0,2.0,0,,,,0.7734000249999992,0,0,0,0.0
8.0,22.0,2.0,0,,,,2.7929333333333335,0,0,0,0.0
8.0,23.0,2.0,0,,,,2.7878499999999993,0,0,0,0.0
8.0,0.0,3.0,0,,,,1.9898999999999998,0,0,0,0.0
8.0,1.0,3.0,0,,,,0.4201833333333332,0,0,0,0.0
8.0,2.0,3.0,0,,,,0.42724999999999996,0,0,0,0.0
8.0,3.0,3.0,0,,,,0.45856666666666673,0,0,0,0.0
8.0,4.0,3.0,0,,,,0.4246166666666664,0,0,0,0.0
8.0,5.0,3.0,0,,,,0.4333333333333335,0,0,0,0.0
8.0,6.0,3.0,0,,,,0.6636166666666666,0,0,0,-6.863333333333332
8.0,7.0,3.0,0,,,,1.463166666666667,0,0,0,-32.099999999999994
8.0,8.0,3.0,0,,,,1.008133333333333,0,0,0,-85.97
8.0,9.0,3.0,0,,,,1.8556499999999998,0,0,0,-189.68333333333334
8.0,10.0,3.0,0,,,,1.8997166666666665,0,0,0,-302.83000000000004
8.0,11.0,3.0,0,,,,2.3903500000000006,0,0,0,-444.81666666666655
8.0,12.0,3.0,0,,,,2.5900500000000006,0,0,0,-521.26
8.0,13.0,3.0,0,,,,2.7788166666666667,0,0,0,-562.6566666666665
8.0,14.0,3.0,0,,,,2.8056000000000005,0,0,0,-568.4433333333333
8.0,15.0,3.0,0,,,,2.6097333333333324,0,0,0,-534.7566666666667
8.0,16.0,3.0,0,,,,1.7813666666666672,0,0,0,-459.9133333333332
8.0,17.0,3.0,0,,,,1.2711333394368487,0,0,0,-347.2233333333333
8.0,18.0,3.0,0,,,,0.9161166666666666,0,0,0,-188.57000000000005
8.0,19.0,3.0,0,,,,0.1649500449182122,0,0,0,-12.353333333333335
8.0,20.0,3.0,0,,,,0.13251671166666554,0,0,0,0.0
8.0,21.0,3.0,0,,,,2.266483333333333,0,0,0,0.0
8.0,22.0,3.0,0,,,,1.2790166666666674,0,0,0,0.0
8.0,23.0,3.0,0,,,,2.04115,0,0,0,0.0
8.0,0.0,4.0,0,,,,1.9320750000000007,0,0,0,0.0
8.0,1.0,4.0,0,,,,0.4297999999999999,0,0,0,0.0
8.0,2.0,4.0,0,,,,0.46254999999999996,0,0,0,0.0
8.0,3.0,4.0,0,,,,0.42236666666666667,0,0,0,0.0
8.0,4.0,4.0,0,,,,0.4321833333333333,0,0,0,0.0
8.0,5.0,4.0,0,,,,0.5109833333333335,0,0,0,0.0
8.0,6.0,4.0,0,,,,2.723233333333333,0,0,0,-4.2733333333333325
8.0,7.0,4.0,0,,,,1.1189500000000008,0,0,0,-32.54
8.0,8.0,4.0,0,,,,0.7502833333333336,0,0,0,-86.03333333333336
8.0,9.0,4.0,0,,,,1.1940500000000003,0,0,0,-198.68333333333334
8.0,10.0,4.0,0,,,,1.6123500000000006,0,0,0,-322.57666666666677
8.0,11.0,4.0,0,,,,2.133983333333333,0,0,0,-431.13666666666666
8.0,12.0,4.0,0,,,,2.540416666666667,0,0,0,-510.34000000000015
8.0,13.0,4.0,0,,,,2.763033333333332,0,0,0,-555.7266666666667
8.0,14.0,4.0,0,,,,2.1825500000000004,0,0,0,-565.0200000000002
8.0,15.0,4.0,0,,,,1.6962833333333331,0,0,0,-535.9133333333333
8.0,16.0,4.0,0,,,,1.7693499999999998,0,0,0,-456.21333333333325
8.0,17.0,4.0,0,,,,1.6895166666666666,0,0,0,-336.08
8.0,18.0,4.0,0,,,,0.8658833333333334,0,0,0,-177.04
8.0,19.0,4.0,0,,,,0.5849166849999992,0,0,0,-11.103333333333333
8.0,20.0,4.0,0,,,,0.11096674166666476,0,0,0,0.0
8.0,21.0,4.0,0,,,,0.3722333849999987,0,0,0,0.0
8.0,22.0,4.0,0,,,,1.919700000000001,0,0,0,0.0
8.0,23.0,4.0,0,,,,1.9475333333333333,0,0,0,0.0
8.0,0.0,5.0,0,,,,2.802733333333333,0,0,0,0.0
8.0,1.0,5.0,0,,,,0.4857666666666666,0,0,0,0.0
8.0,2.0,5.0,0,,,,0.4262333333333333,0,0,0,0.0
8.0,3.0,5.0,0,,,,0.4451666666666666,0,0,0,0.0
8.0,4.0,5.0,0,,,,0.8184833333333332,0,0,0,0.0
8.0,5.0,5.0,0,,,,0.4964666666666665,0,0,0,0.0
8.0,6.0,5.0,0,,,,1.33235,0,0,0,-5.703333333333334
8.0,7.0,5.0,0,,,,1.659699999999999,0,0,0,-32.37
8.0,8.0,5.0,0,,,,2.174316666666666,0,0,0,-91.74666666666667
8.0,9.0,5.0,0,,,,2.0057499999999995,0,0,0,-199.91333333333327
8.0,10.0,5.0,0,,,,2.021233333333333,0,0,0,-325.1666666666667
8.0,11.0,5.0,0,,,,2.2017333333333338,0,0,0,-436.96
8.0,12.0,5.0,0,,,,2.6262999999999996,0,0,0,-518.0033333333334
8.0,13.0,5.0,0,,,,2.8080333333333347,0,0,0,-563.5266666666666
8.0,14.0,5.0,0,,,,1.7344000000000002,0,0,0,-571.08
8.0,15.0,5.0,0,,,,1.9761833333333336,0,0,0,-539.8666666666666
8.0,16.0,5.0,0,,,,2.0118166666666673,0,0,0,-467.17666666666656
8.0,17.0,5.0,0,,,,1.142266697184245,0,0,0,-354.3666666666668
8.0,18.0,5.0,0,,,,0.8587722229003909,0,0,0,-197.08444458007816
8.0,19.0,5.0,0,,,,0.008383425077105955,0,0,0,-9.106666666666666
8.0,20.0,5.0,0,,,,9.999999747378739e-08,0,0,0,0.0
8.0,21.0,5.0,0,,,,0.15501670333333242,0,0,0,0.0
8.0,22.0,5.0,0,,,,0.6692166666666668,0,0,0,0.0
8.0,23.0,5.0,0,,,,1.5288666666666664,0,0,0,0.0
8.0,0.0,6.0,0,,,,2.9278416666666667,0,0,0,0.0
8.0,1.0,6.0,0,,,,2.5535,0,0,0,0.0
8.0,2.0,6.0,0,,,,0.46856666666666674,0,0,0,0.0
8.0,3.0,6.0,0,,,,0.43261666666666676,0,0,0,0.0
8.0,4.0,6.0,0,,,,0.6758166666666666,0,0,0,0.0
8.0,5.0,6.0,0,,,,0.6644166666666668,0,0,0,0.0
8.0,6.0,6.0,0,,,,0.44958333333333333,0,0,0,-5.463333333333333
8.0,7.0,6.0,0,,,,1.4029666666666667,0,0,0,-31.636666666666663
8.0,8.0,6.0,0,,,,0.7562333333333336,0,0,0,-90.98333333333332
8.0,9.0,6.0,0,,,,1.277366666666667,0,0,0,-199.8133333333333
8.0,10.0,6.0,0,,,,2.0507000000000004,0,0,0,-327.1433333333334
8.0,11.0,6.0,0,,,,2.2801666666666662,0,0,0,-439.8733333333334
8.0,12.0,6.0,0,,,,2.5243833333333328,0,0,0,-520.5133333333333
8.0,13.0,6.0,0,,,,2.7706000000000013,0,0,0,-565.7366666666666
8.0,14.0,6.0,0,,,,2.840925,0,0,0,-573.7433333333333
8.0,15.0,6.0,0,,,,1.2623083333333331,0,0,0,-548.1100000000002
8.0,16.0,6.0,0,,,,2.0708333333333333,0,0,0,-474.9933333333334
8.0,17.0,6.0,0,,,,1.6943999999999995,0,0,0,-356.94
8.0,18.0,6.0,0,,,,0.9075666666666665,0,0,0,-202.23666666666668
8.0,19.0,6.0,0,,,,0.24216669989095005,0,0,0,-8.873333333333333
8.0,20.0,6.0,0,,,,9.999999747378739e-08,0,0,0,0.0
8.0,21.0,6.0,0,,,,9.999999747378739e-08,0,0,0,0.0
8.0,22.0,6.0,0,,,,1.2234166716666666,0,0,0,0.0
8.0,23.0,6.0,0,,,,3.010116666666666,0,0,0,0.0
8.0,0.0,7.0,0,,,,0.8021083333333335,0,0,0,0.0
8.0,1.0,7.0,0,,,,0.45453333333333334,0,0,0,0.0
8.0,2.0,7.0,0,,,,0.42266666666666675,0,0,0,0.0
8.0,3.0,7.0,0,,,,0.44344999999999984,0,0,0,0.0
8.0,4.0,7.0,0,,,,0.43479999999999996,0,0,0,0.0
8.0,5.0,7.0,0,,,,0.4192666666666666,0,0,0,0.0
8.0,6.0,7.0,0,,,,0.6641333333333334,0,0,0,-5.053333333333334
8.0,7.0,7.0,0,,,,0.664183333333333,0,0,0,-28.819999999999986
8.0,8.0,7.0,0,,,,0.5872666666666666,0,0,0,-89.22333333333333
8.0,9.0,7.0,0,,,,1.1004666666666663,0,0,0,-199.27333333333337
8.0,10.0,7.0,0,,,,1.712383333333333,0,0,0,-326.6766666666667
8.0,11.0,7.0,0,,,,2.2548833333333334,0,0,0,-438.80333333333334
8.0,12.0,7.0,0,,,,2.6740500000000003,0,0,0,-520.4166666666666
8.0,13.0,7.0,0,,,,0.23298333333333326,0,0,0,-564.1166666666667
8.0,14.0,7.0,0,,,,0.6084833333333333,0,0,0,-576.5033333333332
8.0,15.0,7.0,0,,,,0.8027166666666665,0,0,0,-546.3066666666666
8.0,16.0,7.0,0,,,,1.0895333333333332,0,0,0,-464.6533333333333
8.0,17.0,7.0,0,,,,1.8212333333333333,0,0,0,-346.24000000000007
8.0,18.0,7.0,0,,,,0.9346666666666666,0,0,0,-194.87666666666667
8.0,19.0,7.0,0,,,,0.011100091543984041,0,0,0,-6.416666666666668
8.0,20.0,7.0,0,,,,0.24563339833333175,0,0,0,0.0
8.0,21.0,7.0,0,,,,2.186483333333333,0,0,0,0.0
8.0,22.0,7.0,0,,,,3.044016666666666,0,0,0,0.0
8.0,23.0,7.0,0,,,,2.395333333333333,0,0,0,0.0
8.0,0.0,1.0,0,,,,0.997325,0,0,0,0.0
8.0,1.0,1.0,0,,,,1.857666666666667,0,0,0,0.0
8.0,2.0,1.0,0,,,,0.42240000000000005,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.4211666666666666,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.45153333333333345,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.4122,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.4176000000000002,0,0,0,-4.84
8.0,7.0,1.0,0,,,,0.46229999999999993,0,0,0,-28.196666666666665
8.0,8.0,1.0,0,,,,0.7446666666666667,0,0,0,-92.51000000000003
8.0,9.0,1.0,0,,,,1.397483333333333,0,0,0,-199.27999999999997
8.0,10.0,1.0,0,,,,1.7532833333333337,0,0,0,-326.1
8.0,11.0,1.0,0,,,,2.1293333333333333,0,0,0,-438.0433333333333
8.0,12.0,1.0,0,,,,2.5450000000000004,0,0,0,-518.8266666666667
8.0,13.0,1.0,0,,,,1.9688166666666664,0,0,0,-564.3166666666665
8.0,14.0,1.0,0,,,,0.70485,0,0,0,-573.1866666666667
8.0,15.0,1.0,0,,,,0.6329,0,0,0,-542.8633333333333
8.0,16.0,1.0,0,,,,0.17833333333333332,0,0,0,-471.85666666666674
8.0,17.0,1.0,0,,,,1.0468250000000001,0,0,0,-351.5683333333333
8.0,18.0,1.0,0,,,,0.9488333333333333,0,0,0,-206.28000000000006
